estimator,min_score,mean_score,max_score,std_score,max_depth,n_estimators,learning_rate,C,gamma,kernel,coef0,degree,n_neighbors,weights,alpha,l1_ratio,loss,penalty
SGDClassifier,0.5454545454545454,0.8004383851442674,0.923076923076923,0.11431123265859712,,,,,,,,,,,0.01,0.1,hinge,l1
SGDClassifier,0.6666666666666666,0.800142504554269,0.923076923076923,0.09479250790248686,,,,,,,,,,,0.01,0.99,log,elasticnet
BaggingClassifier,0.5454545454545454,0.7999050949050949,1.0,0.15667668641135413,,32,,,,,,,,,,,,
SGDClassifier,0.6153846153846153,0.7993772893772892,0.923076923076923,0.0772715028894692,,,,,,,,,,,0.0001,0.1,hinge,elasticnet
XGB,0.33333333333333337,0.7987956487956488,1.0,0.18336662328762546,3,,0.1,,0.5,,,,,,,,,
XGB,0.33333333333333337,0.7987956487956488,1.0,0.18336662328762546,3,,0.05,,0.1,,,,,,,,,
XGB,0.33333333333333337,0.7986124986124986,1.0,0.1801416612151774,6,,0.05,,0.001,,,,,,,,,
XGB,0.33333333333333337,0.7986124986124986,1.0,0.1801416612151774,12,,0.05,,0.001,,,,,,,,,
XGB,0.33333333333333337,0.7986124986124986,1.0,0.1801416612151774,20,,0.05,,0.001,,,,,,,,,
GradientBoostingClassifier,0.33333333333333337,0.7962615162615163,1.0,0.19052610790415284,,8,0.5,,,,,,,,,,,
kNN,0.5454545454545454,0.7958208458208457,1.0,0.13030852452249103,,,,,,,,,40,distance,,,,
SGDClassifier,0.7058823529411764,0.7948556345615169,0.923076923076923,0.06638547607891,,,,,,,,,,,0.0001,0.95,hinge,elasticnet
SGDClassifier,0.6153846153846153,0.7939255189255189,0.923076923076923,0.09650935789644252,,,,,,,,,,,0.01,0.95,log,l1
SGDClassifier,0.7058823529411764,0.7935369532428356,0.923076923076923,0.08225175578812448,,,,,,,,,,,0.01,1,log,elasticnet
SGDClassifier,0.625,0.7932992007992008,0.923076923076923,0.09306616315016049,,,,,,,,,,,0.01,0.99,hinge,l1
XGB,0.33333333333333337,0.7920190920190919,1.0,0.17663800861111678,20,,0.05,,0,,,,,,,,,
XGB,0.33333333333333337,0.7920190920190919,1.0,0.17663800861111678,12,,0.05,,0,,,,,,,,,
XGB,0.33333333333333337,0.7920190920190919,1.0,0.17663800861111678,6,,0.05,,0,,,,,,,,,
XGB,0.33333333333333337,0.7913170163170162,1.0,0.18172971108269106,20,,0.05,,0.1,,,,,,,,,
XGB,0.33333333333333337,0.7913170163170162,1.0,0.18172971108269106,12,,0.05,,0.1,,,,,,,,,
XGB,0.33333333333333337,0.7913170163170162,1.0,0.18172971108269106,6,,0.05,,0.1,,,,,,,,,
SGDClassifier,0.7058823529411764,0.7901486748545571,0.8571428571428571,0.06126682510278592,,,,,,,,,,,0.0001,0.99,log,elasticnet
SGDClassifier,0.6666666666666666,0.7897412391530038,0.9090909090909091,0.07617864198729589,,,,,,,,,,,0.0001,0.5,log,l1
SGDClassifier,0.6153846153846154,0.7886080586080586,0.923076923076923,0.08914236825937086,,,,,,,,,,,0.0001,0.7,hinge,elasticnet
XGB,0.33333333333333337,0.7860056610056609,1.0,0.18489388532474266,12,,0.1,,0.5,,,,,,,,,
XGB,0.33333333333333337,0.7860056610056609,1.0,0.18489388532474266,20,,0.1,,0.5,,,,,,,,,
XGB,0.33333333333333337,0.7860056610056609,1.0,0.18489388532474266,6,,0.1,,0.5,,,,,,,,,
kNN,0.6666666666666666,0.7844505494505494,0.923076923076923,0.0797622075584181,,,,,,,,,8,distance,,,,
SGDClassifier,0.6666666666666666,0.7837845487845487,0.9090909090909091,0.07191691803803922,,,,,,,,,,,0.01,0.7,hinge,l1
SGDClassifier,0.7142857142857143,0.7829120879120879,0.8571428571428571,0.03610057366456605,,,,,,,,,,,0.0001,0.7,log,l1
SGDClassifier,0.6666666666666666,0.7821611721611721,0.8571428571428571,0.07181506219799615,,,,,,,,,,,0.0001,0.5,hinge,elasticnet
SGDClassifier,0.4444444444444444,0.7775641025641026,1.0,0.15021975404412388,,,,,,,,,,,0.5,0.1,hinge,elasticnet
SGDClassifier,0.7058823529411764,0.7773120017237664,0.923076923076923,0.0708757925237865,,,,,,,,,,,0.0001,0.7,hinge,l1
SGDClassifier,0.6153846153846153,0.7769413919413919,0.923076923076923,0.09466311535457135,,,,,,,,,,,0.01,0.95,hinge,l1
SGDClassifier,0.6666666666666666,0.7766416916416916,0.9090909090909091,0.06578866846998042,,,,,,,,,,,0.0001,0.95,log,elasticnet
SGDClassifier,0.6666666666666667,0.7763558010616833,0.923076923076923,0.07282966667769353,,,,,,,,,,,0.01,0.9,log,l1
SGDClassifier,0.6666666666666667,0.7752519049577872,0.923076923076923,0.08105591017131171,,,,,,,,,,,0.0001,0.95,log,l1
SGDClassifier,0.6153846153846154,0.7746520146520146,0.8571428571428571,0.06970871130520133,,,,,,,,,,,0.0001,0.7,log,elasticnet
SGDClassifier,0.625,0.7746178821178821,0.9090909090909091,0.07953272453682964,,,,,,,,,,,0.01,0.7,log,l1
SGDClassifier,0.7058823529411764,0.7737201034259857,0.8571428571428571,0.05250693551204369,,,,,,,,,,,0.0001,0.9,log,l1
SGDClassifier,0.6666666666666665,0.7733904330963153,0.923076923076923,0.07564402692773828,,,,,,,,,,,0.01,0.99,hinge,elasticnet
SGDClassifier,0.6666666666666666,0.7726878023936846,0.9090909090909091,0.0807666410897902,,,,,,,,,,,0.0001,0.5,hinge,l1
SGDClassifier,0.7058823529411764,0.771991831697714,0.9090909090909091,0.06270591060919065,,,,,,,,,,,0.0001,0.95,hinge,l1
GradientBoostingClassifier,0.6,0.7717316017316016,0.9090909090909091,0.08812327111758937,,16,0.001,,,,,,,,,,,
SGDClassifier,0.6153846153846154,0.7716072163130987,0.9090909090909091,0.08046084773939081,,,,,,,,,,,0.0001,0.9,log,elasticnet
XGB,0.28571428571428575,0.7712365412365412,1.0,0.19706320336511202,20,,0.001,,0.5,,,,,,,,,
XGB,0.28571428571428575,0.7712365412365412,1.0,0.19706320336511202,6,,0.001,,0.001,,,,,,,,,
XGB,0.28571428571428575,0.7712365412365412,1.0,0.19706320336511202,12,,0.001,,0,,,,,,,,,
XGB,0.28571428571428575,0.7712365412365412,1.0,0.19706320336511202,6,,0.001,,0,,,,,,,,,
XGB,0.28571428571428575,0.7712365412365412,1.0,0.19706320336511202,12,,0.001,,0.001,,,,,,,,,
XGB,0.28571428571428575,0.7712365412365412,1.0,0.19706320336511202,20,,0.001,,0.001,,,,,,,,,
XGB,0.28571428571428575,0.7712365412365412,1.0,0.19706320336511202,20,,0.001,,0.1,,,,,,,,,
XGB,0.28571428571428575,0.7712365412365412,1.0,0.19706320336511202,6,,0.001,,0.1,,,,,,,,,
XGB,0.28571428571428575,0.7712365412365412,1.0,0.19706320336511202,20,,0.001,,0,,,,,,,,,
XGB,0.28571428571428575,0.7712365412365412,1.0,0.19706320336511202,12,,0.001,,0.1,,,,,,,,,
XGB,0.28571428571428575,0.7712365412365412,1.0,0.19706320336511202,6,,0.001,,0.5,,,,,,,,,
XGB,0.28571428571428575,0.7712365412365412,1.0,0.19706320336511202,6,,0.001,,0.01,,,,,,,,,
XGB,0.28571428571428575,0.7712365412365412,1.0,0.19706320336511202,12,,0.001,,0.01,,,,,,,,,
XGB,0.28571428571428575,0.7712365412365412,1.0,0.19706320336511202,20,,0.001,,0.01,,,,,,,,,
XGB,0.28571428571428575,0.7712365412365412,1.0,0.19706320336511202,12,,0.001,,0.5,,,,,,,,,
SGDClassifier,0.4,0.7702059052059052,1.0,0.16864964338801613,,,,,,,,,,,0.5,0.1,log,elasticnet
RandomForestClassifier,0.33333333333333337,0.7681929181929182,1.0,0.22031393783205447,12,8,,,,,,,,,,,,
SGDClassifier,0.6666666666666666,0.7675500969618616,0.923076923076923,0.07601454416556994,,,,,,,,,,,0.0001,0.99,hinge,l1
SGDClassifier,0.4444444444444444,0.76505661005661,1.0,0.1613856874592986,,,,,,,,,,,1,0.1,hinge,elasticnet
SGDClassifier,0.7058823529411764,0.7643083387201033,0.8571428571428571,0.05531301568959026,,,,,,,,,,,0.0001,1,hinge,elasticnet
SGDClassifier,0.6666666666666667,0.7641530038588862,0.9090909090909091,0.06759615404056454,,,,,,,,,,,0.0001,0.9,hinge,l1
